client_id,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
1165994,63,69.0,,2,226833.77,2,5
5650730,122,43.0,M,2,474954.32,5,8
7695537,83,54.5,,2,174976.65999999997,1,4
3545210,347,83.5,F,2,47993.13,2,5
4149206,324,56.0,F,2,27023.89,1,4
3431014,162,43.0,M,2,163374.12,3,6
8972482,194,62.0,M,3,396305.98,6,9
151444,95,31.0,,2,34814.84,5,8
3778929,156,59.5,F,2,300637.25,5,8
9341975,97,26.5,,2,28038.0,6,9
9070908,83,54.5,,2,55787.69,0,3
3070720,74,29.5,,3,47151.82,2,5
1840230,82,29.0,,2,163702.91999999998,6,9
4761400,190,56.0,F,2,71982.87,2,5
312094,56,21.5,,2,58108.74,3,6
9435892,204,47.0,M,2,86797.79999999999,6,9
3270955,81,74.5,,2,37672.53,3,6
6840204,95,58.0,,2,31129.41,3,6
8971654,186,61.5,F,2,71995.54000000001,3,6
7288041,300,32.5,F,3,43742.87,6,9
3143881,289,51.0,F,2,53080.91,6,9
340192,295,73.5,F,2,321351.47,6,9
7845532,282,71.0,F,2,187639.61,4,7
4447192,270,59.0,M,2,40191.39,3,6
5119615,246,48.0,F,2,243282.69,1,4
976546,229,38.5,M,4,59503.19,5,8
4644384,206,57.0,,2,35975.52,3,6
4028430,109,60.0,M,2,87207.53,6,9
2519481,343,60.0,M,2,143769.09,5,8
4412954,66,21.0,,2,101928.87,6,9
9635691,59,46.0,,2,31486.81,6,9
3362778,130,61.0,F,2,127314.89,6,9
5687972,176,34.5,M,2,24919.16,0,3
8676893,116,60.5,F,2,88968.26,1,5
4399072,329,57.5,F,3,117836.94,3,6
7705023,144,44.0,F,2,60526.87,0,3
4260236,155,60.0,F,2,58615.38,0,4
8368220,93,28.5,,2,36539.12,1,4
6929446,347,83.0,M,2,326957.19,0,3
1524426,99,36.0,,2,53131.28,2,5
1105924,161,52.0,F,3,96007.87,5,8
6770720,179,62.5,M,2,1907094.11,4,8
5572217,106,47.5,F,2,30552.39,2,5
3604010,70,52.5,,2,32731.37,1,4
8506583,81,27.5,F,2,51726.56,6,9
4853148,109,61.5,F,2,190619.33,2,5
425532,67,42.0,,4,112715.89,6,9
7307378,154,69.5,M,2,36397.41,0,3
929350,111,72.5,M,3,190530.62,5,8
1435050,189,52.5,F,2,1589727.12,1,4
929038,99,60.5,,3,125733.21,6,9
5205837,119,56.5,M,2,114022.38,5,8
5754354,185,38.5,F,2,34866.45,0,3
4231609,75,45.0,,2,39335.9,2,5
493194,75,57.5,,2,66942.64,2,5
3706067,81,76.0,,2,167990.39,3,6
5474772,106,66.5,F,2,168966.38,4,7
3937930,66,66.5,,2,430081.07,3,6
4088467,166,36.0,F,2,103756.74,0,3
3767937,189,53.0,M,2,47734.69,3,6
278839,143,62.0,F,2,33051.97,1,4
9989642,78,63.0,,2,202064.63,5,8
8789491,69,22.0,,2,40487.92999999999,2,5
692622,59,25.0,,2,31803.51,3,6
8253877,202,36.5,M,2,120874.88,6,9
1168373,326,61.0,M,3,57600.69,5,8
5981232,298,44.0,F,2,26837.74,3,6
461846,290,78.5,F,2,43246.11,4,7
9821262,285,65.5,M,3,1141653.0499999998,3,6
416346,279,59.5,F,2,216389.25,2,5
7185880,252,48.0,M,2,96721.08,6,9
3460496,250,62.0,F,2,31438.76,1,4
39968,57,50.0,F,2,58599.55,3,6
9262445,88,47.0,,2,29672.82,1,4
171583,190,44.0,F,2,125100.63,6,9
8730282,334,50.0,F,3,464879.31,2,5
7412471,150,27.0,F,4,144559.55,6,9
86877,58,28.0,,2,40308.74,1,4
7669500,46,58.5,,3,64159.92,1,4
6488984,114,40.0,M,2,73552.72,0,3
327151,174,74.0,M,5,214762.73,1,4
1413769,162,55.5,F,3,48092.82,1,4
3246979,72,57.0,F,2,264334.41,6,9
7056174,107,60.5,F,2,433799.34,6,9
7205884,190,25.0,F,2,34281.18,0,3
6201791,324,66.5,M,2,51930.13,5,8
3527743,76,21.5,,2,27047.89,2,5
7018468,113,27.5,M,4,106785.05,2,5
1949872,164,37.5,M,3,132243.59999999998,6,9
1056722,131,51.5,M,2,45437.91,0,3
1887639,190,67.0,,2,174510.75,3,6
7153152,75,44.0,,3,207071.7,6,9
1897278,65,41.5,M,2,63939.61,4,7
820519,63,60.5,M,2,384904.34,3,6
4653489,82,46.0,,2,31650.51,1,4
3660141,59,23.0,,2,37244.36,6,9
6815257,554,72.5,M,2,92157.08,1,4
9767681,82,47.0,,2,50914.39,6,9
4474907,83,32.5,,2,31930.31,0,3
6717435,83,45.0,,3,99839.96,2,5
6958124,129,59.0,M,3,148741.47,2,6
5869570,140,47.0,M,2,25084.35,1,4
979208,69,20.5,,2,29760.54,0,3
681824,118,33.5,F,2,34537.7,1,4
9006366,70,25.5,M,2,46898.97,6,9
8274863,73,27.0,,2,31559.84,6,9
4055202,131,29.5,M,2,118923.62,6,9
9358802,175,33.0,F,2,109642.16,6,9
5749370,59,22.5,,2,50677.64,6,9
8333682,107,34.0,F,2,36660.31,0,3
203223,292,60.5,M,3,1113383.46,6,9
9153853,273,42.0,M,2,97065.25,6,9
9546409,257,27.0,M,3,117906.94,6,9
3544760,254,55.0,M,2,122671.45,0,3
9308901,246,42.5,F,2,41536.96,2,5
72395,225,48.0,M,2,208866.05,4,7
2346575,190,75.0,M,2,61693.2,4,7
7995744,182,39.0,M,2,57533.84,3,6
5078188,142,31.0,F,2,49445.67999999999,5,8
6250726,65,71.5,,2,40124.17,0,3
7434562,128,74.0,F,2,25963.06,2,6
4877364,155,76.0,M,4,2141137.39,0,3
3736142,86,43.5,,2,45584.19,0,3
9863604,65,40.5,,2,36436.59,3,6
8284433,131,63.0,M,2,53551.9,6,9
7183351,96,28.0,,2,78197.01999999999,2,5
3959099,135,32.5,M,2,48712.08,5,8
4362459,258,65.5,F,2,35035.3,6,9
3083365,86,72.5,,2,1260146.5699999998,5,8
556698,56,57.0,,2,164270.90000000002,2,5
4333518,126,32.0,M,2,39164.23,6,9
6540065,91,63.0,,2,52180.97,3,6
1646150,67,66.5,M,2,361345.09,6,9
6550550,67,58.0,F,2,32744.96,3,6
4319069,175,24.0,M,3,55169.44,2,5
5931603,66,31.5,,2,66328.35,2,5
2938423,72,36.5,,2,25590.73,6,9
2215051,154,66.0,F,3,122246.45,6,9
2952627,70,46.0,M,2,34979.78,2,5
2790667,58,22.5,,2,44144.34,1,4
9027736,130,79.0,F,2,217728.64,4,7
7240133,92,65.5,M,3,62814.58,3,6
6196555,56,69.5,,3,310089.38,6,9
6012640,359,59.5,F,2,89726.89,2,5
5966661,71,29.5,,2,39556.42,1,4
1820934,70,40.5,,2,40535.55,0,3
7190256,106,31.0,F,2,53434.92999999999,6,9
9048757,190,60.5,F,2,591058.3500000001,0,3
5937897,210,63.5,M,2,482055.17,0,3
560810,176,34.5,F,3,57175.22,2,5
704762,82,27.5,,3,83788.5,6,9
1350724,58,42.0,,2,38033.55,0,3
9234234,103,26.0,M,2,65872.88,6,9
6765972,85,56.0,,2,24701.85,5,8
8037116,58,23.0,,2,30552.19,0,3
2754680,89,41.0,,2,247752.24,2,5
8984143,168,40.5,M,2,26248.41,2,5
9797884,65,61.5,,3,77371.48999999999,6,9
7680980,159,23.5,M,3,117685.13,6,9
4928575,305,60.5,F,2,30975.55,0,3
2406021,286,49.0,M,2,483324.86,4,7
1908158,263,66.5,F,2,161959.26,2,5
881563,262,49.5,M,2,477340.15,5,8
2653016,258,53.0,F,2,273573.13,1,4
548340,255,46.5,,2,38001.58,2,5
2609914,214,45.5,F,3,79648.2,0,3
3055755,212,44.0,F,2,59154.02,6,9
8798149,198,50.0,F,3,218582.15,0,3
4278502,131,23.5,F,2,86769.69,2,5
5004793,310,59.5,F,3,90540.4,1,6
1040359,63,47.5,,3,50844.64,2,5
1334827,141,38.5,F,2,76572.53,0,3
8945610,319,71.5,F,2,170208.0,3,6
9371037,395,68.0,M,3,181523.87,2,6
2509909,108,56.0,M,3,120915.34,6,9
2600705,181,61.5,F,2,1278380.8099999998,6,9
3442959,173,34.5,F,2,35656.28,6,9
9207047,202,49.5,F,2,29978.94,0,3
3991847,65,33.0,,2,28189.91,2,5
2959476,119,59.0,F,2,47887.98,6,9
973686,130,28.0,M,3,44990.49,1,4
7988248,189,51.0,M,2,42138.14,6,9
3158341,324,71.0,M,3,1581691.79,6,9
9373092,68,39.5,F,2,59201.04,5,8
7561241,71,55.5,,3,1475524.6,3,6
3590454,242,68.5,F,2,156109.43,6,9
4374343,55,53.0,F,2,180359.6,2,5
1025015,203,46.0,M,2,163637.52000000002,5,8
6524861,63,65.5,F,2,162005.72999999998,0,3
3668675,81,48.5,F,2,48875.46,2,5
8257047,297,24.5,M,2,34710.92,2,5
1753961,57,49.5,,2,48917.99,2,5
9432051,92,39.0,,2,99532.56,3,6
9591707,140,49.0,M,2,34721.08,3,6
5522802,57,39.5,,3,66114.18,4,7
5319506,60,33.0,,2,44387.03999999999,3,6
6399171,239,58.0,M,2,119445.0,5,8
7569257,59,54.5,F,2,33294.92,2,5
547839,141,44.5,F,2,75677.53,6,9
5781524,71,42.5,,3,55532.59,2,5
6286537,91,27.0,,2,31480.81,1,4
2529465,116,35.5,M,2,60796.07,6,9
4937056,172,19.0,M,4,65365.75,0,3
3132961,119,58.5,F,2,23790.4,6,9
6248651,213,45.5,M,2,24110.09,6,9
7187827,183,45.5,F,2,156436.78999999998,3,6
9516559,115,29.5,M,2,32127.71,5,8
2166490,117,63.5,F,2,249320.51,4,7
9876315,140,56.5,F,2,121203.96,3,6
9795687,168,69.5,M,2,65376.95,3,6
3573589,136,46.5,M,2,57971.45,3,6
6082639,299,52.0,M,5,208786.33,2,5
8163796,287,62.5,F,2,126817.43,3,6
3191374,286,37.5,F,2,57619.25,6,9
3334174,269,31.5,M,4,238363.85,4,7
2057447,250,40.0,F,2,55884.24,0,3
3778920,253,61.5,F,2,33825.009999999995,4,7
4834461,287,55.5,M,2,522457.42,3,6
2365886,253,75.5,M,3,234993.23,4,7
4848480,223,27.5,M,2,34901.03,6,9
7656967,222,60.0,F,3,458857.19,6,9
6559072,203,54.0,F,2,54249.96,3,6
2960870,136,66.5,F,2,190176.39,2,5
399690,195,80.0,M,2,34994.41,4,7
3319565,127,48.0,M,2,23985.65,6,9
470365,242,44.0,M,2,35829.85,1,4
5769715,245,75.0,M,2,75862.58,6,9
8336549,154,32.0,F,2,115872.65,2,5
7313442,173,23.0,M,3,72468.70999999999,6,9
327337,187,73.0,M,2,699374.2300000001,6,9
4296369,57,24.0,,2,29708.73,1,4
1830058,186,70.0,F,2,1823190.18,5,8
3337300,140,57.0,F,2,23809.67,2,5
272484,169,48.0,M,3,302145.66,6,9
6666419,110,44.5,M,2,29272.36,5,8
8830618,70,28.0,,2,42213.17999999999,5,8
8306917,143,60.0,F,4,358021.67,6,9
8068242,189,47.0,,2,123841.85,4,7
2697914,186,36.0,,2,77452.7,3,6
8730685,228,71.5,M,2,236328.14,0,3
5894819,102,67.5,,2,88612.23,6,9
3539231,72,26.5,,2,60709.59,1,4
9484909,94,20.5,,2,51542.32,0,3
695585,184,46.0,M,2,121101.26,2,5
2485287,204,60.0,M,2,190218.43,4,7
736752,155,34.0,M,2,74871.78,1,4
1597883,70,25.0,,2,48374.16,5,8
675111,93,29.0,,2,53545.22,3,6
5116128,121,49.0,F,3,970272.0,3,6
3194104,89,27.5,,2,34921.18,6,9
7151522,111,67.5,F,3,216668.43,6,9
3319635,88,52.0,,2,100239.82,6,9
3197890,68,50.5,,2,33357.63,6,9
28857,178,52.0,M,2,104511.86,3,6
6334676,47,35.5,,3,175190.2,5,8
7781717,130,26.0,F,2,77832.85,1,4
1465714,143,63.5,F,2,867380.8300000001,0,3
6020962,167,28.5,M,2,98550.05,3,6
2472976,54,67.5,F,2,661718.3400000001,5,8
7020609,347,60.5,F,3,333574.56,1,4
2956739,59,53.0,,2,28462.57,2,5
5517122,174,57.5,M,2,132760.77000000002,6,9
1241733,105,31.5,F,3,36977.48,0,3
4458772,144,62.5,,2,34751.19,1,4
242235,287,44.0,M,2,205171.12,5,8
8544599,277,56.0,F,2,36103.57,1,4
793692,276,59.0,M,2,62786.71,4,7
595241,274,49.0,F,2,27579.24,2,5
9590571,253,72.0,M,2,265461.39,0,4
6206582,252,43.0,F,2,129093.94,2,5
5954855,250,35.5,M,4,264983.04,2,5
5076263,249,39.0,M,2,116576.29,3,6
9957845,297,61.0,F,2,110140.17,4,7
509544,228,52.5,F,2,27084.14,1,4
8969191,222,49.5,M,2,132946.55,2,5
1288843,221,62.5,,2,163709.74,1,4
4319222,66,31.5,F,3,33047.84,0,3
9092174,116,28.0,M,2,67734.59,4,7
3086399,194,48.5,M,2,166456.55,6,9
730801,147,51.5,M,2,47511.33,3,6
5552968,81,46.5,,2,24268.41,4,7
4366496,140,26.5,M,3,315341.78,6,9
6615925,140,32.0,M,2,38937.73,2,5
9493249,257,73.0,F,2,89903.73,2,5
3290004,153,30.5,F,2,81594.69,1,4
4866771,78,87.0,,2,41797.76,6,9
9517536,60,27.5,,2,56202.07,6,9
5293569,84,46.0,,2,29224.47,1,4
9754728,86,40.0,,2,128306.51,4,7
3777909,57,54.5,,3,48953.17999999999,0,3
2515665,121,63.0,F,2,46489.4,2,5
198935,56,65.5,,2,61573.14,3,6
2449759,116,61.5,F,2,117408.12,1,4
6641855,97,33.0,,2,81186.79000000001,4,7
3874169,132,37.5,F,2,63217.28,3,6
392459,312,57.0,,3,172748.2,6,9
3806151,109,43.0,M,2,157278.14,1,4
7414306,79,66.5,,2,65259.08,1,4
9295772,64,51.5,M,2,26280.29,4,7
3887490,71,39.5,,2,59466.35,2,5
9138140,73,32.0,,2,45754.98,1,4
1346,177,46.0,F,2,822512.91,3,6
1814940,94,48.0,,2,69194.14,2,5
9075393,146,48.5,M,4,484570.93,6,9
16095,76,30.0,,2,81652.98,1,4
533553,289,67.5,,2,147539.34,2,5
7452449,287,68.0,F,3,131965.16,4,7
5142178,277,58.0,M,2,69415.56,5,8
9081837,251,21.0,F,2,54398.53999999999,5,8
3022895,346,76.5,M,2,104042.72,2,5
6768127,94,31.5,,2,32021.98,4,7
7244004,190,52.5,F,2,755138.4700000001,1,4
4405688,118,53.0,M,2,47707.67,0,3
2658149,262,57.5,M,3,432275.28,3,6
6373368,194,55.5,M,2,42066.73,1,4
1007748,348,65.5,M,4,1423149.03,6,9
5092651,114,32.0,M,3,80859.04000000001,6,9
9449889,176,26.0,F,2,28841.06,6,9
8088920,95,62.5,F,2,112148.91,2,5
4153564,91,30.0,,2,30792.02,6,9
1805954,251,65.0,M,2,116484.7,1,4
1990964,184,50.0,F,2,27152.18,2,5
811242,332,68.0,F,2,79386.39,5,8
6380474,170,46.0,M,2,159277.65000000002,1,4
5690823,119,45.5,F,2,95056.95,2,5
9105369,267,27.0,F,2,31407.18,2,5
4494336,71,66.0,F,3,403398.69,1,4
7198363,191,54.5,F,2,47997.07,1,4
5644663,108,70.0,F,2,117064.95,0,3
1695407,99,55.0,,2,61656.99,0,3
2948165,89,61.5,,2,291652.19,2,5
9714140,78,65.5,,3,476097.95,0,3
2826516,144,40.0,M,3,63922.21,2,5
6877738,38,19.5,,2,29156.86,3,6
9040967,56,24.0,M,2,28705.23,3,6
3367073,153,32.5,F,2,36534.7,2,5
943015,71,56.0,,2,45776.16,5,8
1020634,58,40.5,,2,26795.08,4,7
7718817,59,29.0,,2,30028.77,6,9
1829130,84,53.0,F,2,24154.48,2,5
9336495,65,29.0,,2,56490.0,6,9
8722759,222,46.0,M,2,46500.72,2,5
4952288,66,42.5,,2,49821.15,2,5
7953367,60,66.5,,2,160537.77999999997,6,9
5870441,310,25.5,F,2,97090.46,6,9
3233554,203,66.5,M,2,314901.35,2,5
4787368,156,31.0,M,2,97061.72,0,3
6930182,79,59.5,,3,631622.26,6,9
4738519,160,48.5,M,2,440046.52,1,4
6604463,83,58.5,,2,30971.3,1,4
6050973,116,32.0,F,2,54681.51,1,4
5579672,205,53.5,F,2,26031.52,2,5
1290934,159,55.5,M,2,27826.43,2,6
7024366,58,57.5,,2,35832.59,1,4
663941,295,47.0,F,2,168467.46999999997,6,9
1196376,287,46.5,,2,270343.52,2,6
9229226,265,72.0,,2,352199.83,0,4
2985233,264,72.0,M,2,307725.49,6,9
2186143,251,55.5,F,2,519393.29,4,7
6567268,234,35.5,M,2,68955.82,0,3
8732389,233,54.5,F,2,100531.17,6,9
7038187,214,34.5,M,2,123618.14,5,8
8047484,208,69.0,F,2,47198.83,6,9
5101399,85,41.0,M,3,247864.61,4,7
8381127,101,50.0,M,3,135540.13,3,6
7396309,156,31.0,F,3,49312.45,4,7
1792552,162,50.5,M,2,51534.08,6,9
848570,131,34.5,F,3,137937.4,4,7
3452850,146,42.0,M,2,35081.79,0,3
4786414,72,44.0,,2,75595.38,6,9
9598074,53,52.0,,2,155403.84999999998,6,9
2968201,129,35.5,M,2,85169.31,6,9
8169732,59,18.5,,2,37222.41,1,4
5156720,143,33.5,F,2,59922.95,1,4
4333852,329,56.5,M,3,1854093.26,2,5
83683,68,31.0,,2,62792.96,6,9
7236024,399,65.0,F,2,75865.33,0,3
3953921,67,41.5,,2,170372.15999999997,6,9
3899785,70,20.5,,2,30797.96,0,3
8060496,96,48.5,,3,269663.73,1,4
8682039,121,34.5,F,3,97404.34,6,9
5798572,197,53.0,F,2,45618.71,5,8
4656898,66,29.5,,2,183651.1,6,9
2865677,145,38.0,F,2,35881.649999999994,1,4
8832236,57,47.0,,2,88742.26999999999,4,7
2691632,106,59.0,M,2,63662.29,3,6
6842137,82,48.0,,2,67474.85,6,9
3041776,65,60.5,,2,418391.2,2,5
3167061,95,64.0,,2,73866.65,6,9
6514104,65,30.5,,3,32871.29,2,5
2839247,157,39.5,M,2,89199.12,1,4
1903850,58,60.0,M,2,89803.44,2,5
3992853,135,25.5,M,2,28687.18,6,9
187901,139,66.0,M,2,166577.95,3,6
6331923,61,29.5,F,2,49355.78999999999,1,4
2941394,189,67.0,F,2,84883.79999999999,1,5
2663775,154,35.0,F,2,125507.31,1,4
5337525,106,70.0,F,2,36330.36,2,5
967593,124,48.0,F,2,177660.76,4,7
1667795,86,46.5,,2,42911.97,5,8
6991948,161,47.0,F,2,475881.98,0,3
1391630,94,43.0,M,3,64239.83,4,7
5085938,57,33.5,,2,58761.43,6,9
9844262,68,42.5,,2,48165.26,1,4
2013867,165,50.5,F,2,248229.05,6,9
8538985,72,64.5,,3,120754.36,6,9
8444793,65,27.5,,4,60750.63,6,9
2833480,292,65.0,M,5,1932983.22,3,6
5829248,282,46.5,F,2,150492.49,3,6
7891259,261,45.0,M,3,140554.9,6,9
6603420,264,55.0,M,4,234991.91,2,5
8847388,236,47.5,,3,418289.21,1,4
945109,222,31.0,F,3,66514.32,2,5
930596,219,53.5,M,2,125320.25,2,5
7158443,215,47.0,M,3,51518.19,5,8
7521207,175,70.5,F,2,198599.66,2,6
1098398,188,51.0,M,2,55343.77,6,9
6885626,89,42.5,,4,81127.64,4,7
4409593,130,59.0,M,2,42102.63,4,7
7213148,167,67.5,F,2,147492.47999999998,1,4
6772022,57,29.5,,3,43808.15,6,9
6004537,208,44.0,M,2,32038.37,1,4
5357266,74,62.5,F,2,284882.52,1,5
3749858,70,43.0,,2,65648.85,1,4
1152607,132,49.0,F,2,30683.73,1,4
2029226,150,43.5,F,2,58747.31,6,9
7570180,154,28.0,F,2,65175.41,0,3
7972854,80,36.0,,3,65002.97,5,8
5559456,178,32.5,F,2,105998.2,0,3
3329950,191,38.5,F,2,35280.3,0,3
1972780,176,30.5,M,3,173597.47999999998,4,7
2050426,154,52.0,M,2,30218.54,5,8
2475990,166,61.0,F,3,124658.62,3,6
6511554,67,21.5,,3,76809.93,6,9
5961178,121,33.0,M,2,23801.27,6,9
4238252,131,33.0,M,2,42379.63,1,4
3999026,204,65.5,F,2,148948.62,4,7
8074391,78,23.0,M,2,68527.78,4,7
1505011,191,35.5,F,2,61272.25,0,3
8363051,145,80.5,F,2,144614.84,6,9
3966756,96,34.0,,2,65445.58,6,9
7627270,181,55.5,F,2,67746.65,0,3
2111761,106,60.0,F,2,68534.83,0,3
6080815,139,53.0,F,2,565649.5700000001,6,9
